Game,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Genre (Giantbomb),ESRB
Undungeon,Xbox / PC,Touch Controls,Removed,Nov 2021,Nov 2022,12.39,Nov 2021,0.00,70,Role-Playing,T
Fae Tactics,Xbox / PC,Touch Controls,Removed,Nov 2021,Nov 2022,11.90,Jul 2020,1.30,77,Strategy / Role-Playing,E10+
Next Space Rebels,Xbox / PC,Yes,Removed,Nov 2021,Nov 2022,11.93,Nov 2021,0.00,72,Simulation,M
One Step from Eden,Xbox / PC,Touch Controls,Removed,Nov 2021,Nov 2022,12.13,Mar 2020,1.63,82,Action / Card Game,E10+
art of rally,Xbox / PC,Touch Controls,Removed,Aug 2021,Nov 2022,15.12,Sep 2020,0.88,80,Driving/Racing,E
Supraland,Xbox / PC,,Removed,Oct 2020,Nov 2022,24.79,Apr 2019,1.55,82,Action-Adventure,T
Subnautica,Xbox / PC,Yes,Removed,Nov 2019,Nov 2022,36.30,Jan 2018,1.79,81,Adventure,E10+
Football Manager 2022,Xbox / PC,Touch Controls,Removed,Nov 2021,Nov 2022,11.97,Nov 2021,0.00,86,Sports / Simulation / Soccer,E
Alan Wake’s American Nightmare,Xbox / PC,,Removed,Oct 2021,Oct 2022,12.10,Feb 2012,9.69,75,Shooter / Action-Adventure,T
Bassmaster Fishing 2022,Xbox / PC,Yes,Removed,Oct 2021,Oct 2022,12.10,Oct 2021,0.00,75,Sports / Fishing,E
Nongunz: Doppelganger Edition,Xbox / PC,Yes,Removed,Oct 2021,Oct 2022,12.10,May 2021,0.48,78,Action / Action-Adventure,T
The Forgotten City,Xbox / PC,Touch Controls,Removed,Oct 2021,Oct 2022,12.10,Jul 2021,0.25,86,Adventure / Role-Playing,T
Project Wingman,Xbox / PC,Yes,Removed,Jul 2021,Oct 2022,15.09,Dec 2020,0.66,75,Action / Flight Simulator,T
Backbone,Xbox / PC,Yes,Removed,Jun 2021,Oct 2022,16.77,Jun 2021,0.00,73,Action / Adventure / Role-Playing / Puzzle,M
Second Extinction (Game Preview),Xbox / PC,Yes,Removed,Apr 2021,Oct 2022,18.12,Oct 2020,0.54,69,First-Person Shooter,M
Sniper Elite 4,Xbox,Yes,Removed,Nov 2018,Oct 2022,48.00,Feb 2017,1.71,81,Action / Adventure / Shooter,M
Echo Generation,Xbox / PC,Touch Controls,Removed,Oct 2021,Oct 2022,11.80,Oct 2021,0.00,76,Adventure,E10+
Into the Pit,Xbox / PC,Yes,Removed,Oct 2021,Oct 2022,11.87,Oct 2021,0.00,71,First-Person Shooter,T
The Good Life,Xbox / PC,Touch Controls,Removed,Oct 2021,Oct 2022,12.00,Oct 2021,0.00,61,Action / Adventure / Role-Playing / Simulation,T
Ring of Pain,Xbox / PC,Touch Controls,Removed,Oct 2021,Oct 2022,12.03,Oct 2020,1.00,74,Strategy / Card Game,E10+
Sable,Xbox / PC,Touch Controls,Removed,Sep 2021,Oct 2022,12.72,Sep 2021,0.00,74,Adventure,E10+
Bloodroots,Xbox / PC,Touch Controls,Removed,Jul 2021,Oct 2022,15.02,Feb 2020,1.38,76,Action,M
DiRT 4,Xbox,,Removed,Aug 2021,Oct 2022,13.78,Jun 2017,4.18,86,Sports / Driving/Racing / Simulation,E
DiRT Rally,Xbox,,Removed,Aug 2021,Oct 2022,13.78,Dec 2015,5.68,86,Driving/Racing,E
The Procession to Calvary,Xbox / PC,Touch Controls,Removed,Oct 2021,Sep 2022,11.77,Apr 2020,1.50,78,Adventure,M
Visage,Xbox / PC,Touch Controls,Removed,Oct 2021,Sep 2022,11.77,Oct 2018,3.02,80,Adventure / Puzzle,M
AI: The Somnium Files,Xbox / PC,Yes,Removed,Sep 2021,Sep 2022,12.00,Sep 2019,2.04,86,Adventure,M
Astria Ascending,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,12.00,Sep 2021,0.00,68,Role-Playing,T
Unsighted,Xbox / PC,,Removed,Sep 2021,Sep 2022,12.00,Sep 2021,0.00,80,Action-Adventure,T
Dandy Ace,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,12.07,Mar 2021,0.51,80,Action,E10+
Lemnis Gate,Xbox / PC,,Removed,Sep 2021,Sep 2022,12.07,Sep 2021,0.00,78,First-Person Shooter,T
Subnautica: Below Zero,Xbox / PC,Yes,Removed,Sep 2021,Sep 2022,12.23,Jan 2019,2.65,83,Adventure,E10+
Going Under,Xbox / PC,Touch Controls,Removed,Jun 2021,Sep 2022,15.06,Sep 2020,0.76,76,Action,T
Slime Rancher,Xbox / PC,Yes,Removed,Dec 2020,Sep 2022,21.90,Aug 2017,3.34,80,Adventure / First-Person Shooter,E10+
Mighty Goose,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,11.51,Jun 2021,0.32,71,Action / Shooter,T
Lost Words: Beyond the Page,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,11.74,Mar 2020,1.49,77,Adventure / Platformer,E
I Am Fish,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,11.97,Sep 2021,0.00,69,Adventure / Simulation,T
SkateBird,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,11.97,Sep 2021,0.00,62,Skateboarding,T
Flynn: Son of Crimson,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,12.00,Sep 2021,0.00,85,Action / Platformer,E10+
The Artful Escape,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,12.20,Sep 2021,0.00,81,Platformer,E10+
Craftopia,Xbox / PC,Yes,Removed,Sep 2021,Sep 2022,12.43,Sep 2020,0.99,70,Action-Adventure,T
Final Fantasy XIII,Xbox / PC,,Removed,Sep 2021,Sep 2022,12.43,Mar 2010,11.49,74,Role-Playing,T
Bug Fables: The Everlasting Sapling,Xbox / PC,Touch Controls,Removed,Jul 2021,Sep 2022,14.50,Nov 2019,1.61,86,Role-Playing,E
A Plague Tale: Innocence,Xbox / PC,Yes,Removed,Jan 2020,Sep 2022,31.76,May 2019,0.70,83,Action-Adventure,M
Capsized,PC,,Removed,Mar 2021,Jun 2022,14.86,Apr 2011,9.89,80,Action / Platformer,T
Cryptark,PC,,Removed,Mar 2021,Jun 2022,14.86,Jun 2017,3.75,80,Action / Dual-Joystick Shooter,T
Diluvion: Resubmerged,PC,,Removed,Mar 2021,Jun 2022,14.86,Jan 2017,4.18,66,Adventure / Puzzle,T
Dungeons of Dredmor: Complete,PC,,Removed,Mar 2021,Jun 2022,14.86,Jul 2011,9.69,79,Strategy / Role-Playing,NR
Epistory: Typing Chronicles,PC,,Removed,Mar 2021,Jun 2022,14.86,Mar 2016,4.97,74,Adventure / Educational / Text Adventure,E
HIVESWAP: Act 1,PC,,Removed,Mar 2021,Jun 2022,14.86,Sep 2017,3.51,78,Adventure,E10+
Stealth Bastard Deluxe,PC,,Removed,Mar 2021,Jun 2022,14.86,Nov 2012,8.31,80,Puzzle / Platformer,T
NBA 2K22,Xbox,Yes,Removed,Apr 2022,Aug 2022,4.11,Sep 2021,0.63,76,Sports / Basketball,E
Signs of the Sojourner,Xbox / PC,Touch Controls,Removed,Sep 2021,Aug 2022,11.93,May 2020,1.30,77,Card Game,E10+
Myst (2021),Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.16,Aug 2021,0.00,79,Adventure / Puzzle,E
Twelve Minutes,Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.39,Aug 2021,0.00,74,Adventure,M
Hades,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,12.59,Dec 2018,2.68,94,Action / Role-Playing,T
Elite Dangerous,Xbox,Yes,Removed,Feb 2021,Aug 2022,18.15,Dec 2014,6.20,80,Action / Strategy / Simulation / Flight Simulator,T
Two Point Hospital,Xbox / PC,Touch Controls,Removed,Feb 2020,Aug 2022,30.18,Apr 2018,1.82,83,Simulation,E10+
World War Z,Xbox / PC,Yes,Removed,Oct 2019,Aug 2022,34.72,Apr 2019,0.48,73,Action,M
What Remains of Edith Finch,Xbox / PC,Touch Controls,Removed,Mar 2019,Aug 2022,41.39,Apr 2017,1.90,92,Adventure / Puzzle,T
Train Sim World 2,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,11.87,Aug 2020,1.00,80,Simulation,E
Boyfriend Dungeon,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,12.13,Aug 2021,0.00,72,Action,T
Library of Ruina,Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.13,May 2020,1.24,95,Role-Playing,M
Curse of the Dead Gods,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,12.33,Feb 2021,0.45,84,Action-Adventure,T
Starmancer (Game Preview),Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.33,Aug 2021,0.00,62,Simulation,T
Dodgeball Academia,Xbox / PC,Yes,Removed,Aug 2021,Jul 2022,11.84,Aug 2021,0.00,77,Sports,E
Katamari Damacy Reroll,Xbox / PC,Touch Controls,Removed,Aug 2021,Jul 2022,11.84,Dec 2018,2.66,77,Action / Puzzle,E
Lumines: Remastered,Xbox / PC,Touch Controls,Removed,Aug 2021,Jul 2022,11.84,Jun 2018,3.11,81,Strategy / Puzzle / Music/Rhythm,E10+
OMNO,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,12.07,Nov 2018,2.67,77,Adventure / Puzzle / Platformer,E
Raji: An Ancient Epic,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,12.30,Oct 2020,0.77,70,Action-Adventure,E10+
Lethal League Blaze,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,11.54,Oct 2018,2.76,82,Fighting / Baseball,T
Atomicrops,Xbox / PC,Yes,Removed,Jul 2021,Jul 2022,11.77,Sep 2019,1.88,78,Action,E10+
Cris Tales,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,11.84,Jul 2021,0.00,75,Role-Playing,T
Carrion,Xbox / PC,Yes,Removed,Jul 2020,Jul 2022,23.74,Jul 2020,0.00,76,Action,M
Children of Morta,Xbox / PC,Yes,Removed,Jan 2020,Jul 2022,29.95,Sep 2019,0.37,77,Role-Playing / Action-Adventure,T
FIFA 20,Xbox / PC,,Removed,Nov 2020,Jul 2022,19.66,Sep 2019,1.12,79,Sports / Soccer,E
Last Stop,Xbox / PC,Touch Controls,Removed,Jul 2021,Jun 2022,11.28,Jul 2021,0.00,67,Adventure,T
Jurassic World Evolution,Xbox,Yes,Removed,Feb 2021,Jun 2022,16.57,Jun 2018,2.67,76,Strategy / Simulation,T
MotoGP 20,Xbox / PC,Yes,Removed,Dec 2020,Jun 2022,18.41,Apr 2020,0.65,82,Driving/Racing,E
Worms Rumble,Xbox / PC,Yes,Removed,Jun 2021,Jun 2022,11.74,Dec 2020,0.56,68,Action,E10+
Dungeons & Dragons: Dark Alliance,Xbox / PC,Yes,Removed,Jun 2021,Jun 2022,11.77,Jun 2021,0.00,56,Action / Role-Playing,M
Darkest Dungeon,Xbox / PC,Touch Controls,Removed,Jun 2021,Jun 2022,12.16,Jan 2016,5.39,84,Role-Playing,T
GreedFall,Xbox / PC,Yes,Removed,Dec 2020,Jun 2022,18.15,Sep 2019,1.25,78,Action / Role-Playing,M
Farming Simulator 19,Xbox / PC,Touch Controls,Removed,Jul 2021,May 2022,10.52,Nov 2018,2.65,75,Simulation,E
SpellForce 3: Soul Harvest,PC,,Removed,May 2021,May 2022,12.13,May 2019,2.00,75,Strategy / Role-Playing / Real-Time Strategy,M
Knockout City,Xbox / PC,,Removed,May 2021,May 2022,12.33,May 2021,0.00,82,Action / Sports,E10+
Superhot: Mind Control Delete,Xbox / PC,Yes,Removed,Dec 2020,May 2022,17.65,Jul 2020,0.40,82,First-Person Shooter,T
"Yes, Your Grace",Xbox / PC,Touch Controls,Removed,Dec 2020,May 2022,17.88,Mar 2020,0.75,75,Adventure / Role-Playing / Simulation,T
NHL 20,Xbox,,Removed,Nov 2020,May 2022,18.64,Sep 2019,1.16,85,Sports / Hockey,E10+
Resident Evil 7: Biohazard,Xbox / PC,Yes,Removed,Sep 2020,May 2022,20.88,Jan 2017,3.61,85,Action-Adventure,M
Grand Theft Auto: San Andreas - The Definitive Edition,Xbox,Yes,Removed,Nov 2021,May 2022,5.92,Nov 2021,0.00,53,Driving/Racing / Compilation / Action-Adventure,M
The Catch: Carp & Coarse Fishing,Xbox / PC,Yes,Removed,May 2021,May 2022,11.84,Jun 2020,0.89,90,Sports / Fishing,E
The Wild at Heart,Xbox / PC,Touch Controls,Removed,May 2021,May 2022,11.84,May 2021,0.00,76,Strategy / Adventure,E10+
Final Fantasy X/X-2 HD Remaster,Xbox / PC,,Removed,May 2021,May 2022,12.07,Dec 2013,7.38,84,Role-Playing / Compilation,T
Steep,Xbox,Touch Controls,Removed,May 2021,May 2022,12.30,Dec 2016,4.43,72,Sports / Snowboarding/Skiing,T
Remnant: From the Ashes,Xbox / PC,Yes,Removed,Nov 2019,May 2022,30.02,Aug 2019,0.24,81,Action / Role-Playing / Shooter,M
Enter the Gungeon,Xbox / PC,Touch Controls,Removed,Sep 2019,May 2022,32.09,Apr 2016,3.44,85,Role-Playing / Shooter / Action-Adventure,E10+
Outlast 2,Xbox / PC,Touch Controls,Removed,May 2021,Apr 2022,11.80,Apr 2017,4.03,76,Adventure,M
Cricket 19,Xbox / PC,Yes,Removed,Oct 2020,Apr 2022,18.25,May 2019,1.41,73,Sports,E
Streets of Rage 4,Xbox / PC,Touch Controls,Removed,Apr 2020,Apr 2022,24.00,Apr 2020,0.00,81,Brawler,T
F1 2019,Xbox / PC,Yes,Removed,Jul 2020,Apr 2022,20.61,Jun 2019,1.09,88,Driving/Racing,E
MLB The Show 21,Xbox,Yes,Removed,Apr 2021,Apr 2022,11.84,Apr 2021,0.00,80,Sports / Baseball,E
Pathway,PC,,Removed,Apr 2021,Apr 2022,12.00,Apr 2019,2.01,68,Strategy / Role-Playing,T
Rain on Your Parade,Xbox / PC,Touch Controls,Removed,Apr 2021,Apr 2022,12.00,Apr 2021,0.00,78,Adventure,E10+
"Destiny 2: Forsaken, Shadowkeep, Beyond Light",PC,,Removed,Sep 2020,Apr 2022,18.61,Sep 2017,3.05,87,Role-Playing / First-Person Shooter,T
Narita Boy,Xbox / PC,Touch Controls,Removed,Mar 2021,Mar 2022,12.03,Mar 2021,0.00,73,Fighting / Puzzle / Platformer,T
Madden NFL 20,Xbox / PC,Yes,Removed,Nov 2020,Mar 2022,16.64,Jul 2019,1.28,79,Sports / Football,E
Shadow Warrior 2,Xbox / PC,Yes,Removed,Dec 2018,Mar 2022,39.35,Oct 2016,2.19,78,Role-Playing / First-Person Shooter,M
Aragami,PC,,Removed,Mar 2021,Mar 2022,12.33,Oct 2016,4.45,71,Action,M
Lost Castle,PC,,Removed,Mar 2021,Mar 2022,12.33,Jan 2018,3.15,65,Role-Playing,E10+
The Sexy Brutale,PC,,Removed,Mar 2021,Mar 2022,12.33,Apr 2017,3.94,83,Adventure,T
Torchlight III,Xbox / PC,Touch Controls,Removed,Jan 2021,Mar 2022,13.97,Jun 2020,0.59,67,Adventure / Role-Playing,T
PHOGS!,Xbox / PC,Yes,Removed,Dec 2020,Mar 2022,15.35,Dec 2020,0.00,81,Puzzle,E
NieR Automata: Become as Gods Edition,Xbox / PC,Touch Controls,Removed,Apr 2020,Mar 2022,23.41,Feb 2017,3.11,90,Action / Role-Playing,M
The Surge 2,Xbox / PC,Yes,Removed,Mar 2020,Mar 2022,23.87,Sep 2019,0.48,78,Action / Role-Playing,M
Titanfall: Deluxe Edition,Xbox / PC,,Removed,Nov 2020,Mar 2022,15.65,Mar 2014,6.67,83,First-Person Shooter,M
Killer Queen Black,Xbox,Touch Controls,Removed,Feb 2021,Feb 2022,12.16,Oct 2019,1.37,83,Action / Strategy / Platformer,E10+
Touhou Luna Nights,Xbox / PC,Touch Controls,Removed,Sep 2020,Feb 2022,17.85,Feb 2019,1.52,77,Action,T
Hypnospace Outlaw,Xbox / PC,Yes,Removed,Aug 2020,Feb 2022,18.08,Mar 2019,1.46,82,Adventure / Simulation / Puzzle,T
Kingdom Hearts III,Xbox,,Removed,Feb 2020,Feb 2022,24.13,Jan 2019,1.08,80,Action / Role-Playing,E10+
Stealth Inc 2: A Game of Clones,Xbox,Yes,Removed,Jun 2019,Feb 2022,32.71,Oct 2014,4.61,77,Platformer / Action-Adventure,T
Final Fantasy XII: The Zodiac Age,Xbox / PC,,Removed,Feb 2021,Feb 2022,12.13,Jul 2017,3.59,82,Role-Playing,T
Project Winter,Xbox / PC,Touch Controls,Removed,Feb 2021,Feb 2022,12.36,Feb 2019,1.99,75,Action / Strategy,T
The Falconeer,Xbox / PC,Yes,Removed,Feb 2021,Feb 2022,12.36,Nov 2020,0.24,65,Action-Adventure,T
The Medium,Xbox / PC,Touch Controls,Removed,Jan 2021,Feb 2022,12.59,Jan 2021,0.00,74,Adventure,M
Code Vein,Xbox / PC,Yes,Removed,Dec 2020,Feb 2022,13.97,Sep 2019,1.23,75,Action / Role-Playing / Action-Adventure,M
Control,Xbox / PC,Yes,Removed,Dec 2020,Feb 2022,14.43,Aug 2019,1.27,84,Shooter / Action-Adventure,M
Furi,PC,,Removed,Mar 2021,Feb 2022,10.82,Jul 2016,4.70,76,Action / Dual-Joystick Shooter,M
Prison Architect,PC,,Removed,Jan 2021,Jan 2022,12.10,Oct 2015,5.32,83,Strategy / Simulation,M
Cyber Shadow,Xbox / PC,Yes,Removed,Jan 2021,Jan 2022,12.16,Jan 2021,0.00,83,Action / Platformer,E10+
Xeno Crisis,Xbox / PC,Touch Controls,Removed,Aug 2020,Jan 2022,17.85,Oct 2019,0.78,74,Dual-Joystick Shooter,T
Nowhere Prophet,Xbox / PC,Touch Controls,Removed,Jul 2020,Jan 2022,18.12,Oct 2017,2.80,73,Strategy,T
LEGRAND LEGACY: Tale of the Fatebounds,PC,,Removed,Mar 2021,Jan 2022,10.03,Jan 2018,3.15,67,Role-Playing,
This War of Mine,PC,,Removed,Mar 2021,Jan 2022,10.03,Nov 2014,6.35,83,Strategy / Adventure,
Torchlight II,PC,,Removed,Mar 2021,Jan 2022,10.03,Sep 2012,8.50,88,Action / Role-Playing,
Trine 2: Complete Story,PC,,Removed,Mar 2021,Jan 2022,10.03,Dec 2011,9.28,84,Puzzle / Platformer,
Trine: Enchanted Edition,PC,,Removed,Mar 2021,Jan 2022,10.03,Dec 2017,3.30,80,Role-Playing / Action-Adventure,
Ghost of a Tale,PC,,Removed,Feb 2021,Jan 2022,11.34,Mar 2018,2.90,75,Role-Playing / Action-Adventure,
Desperados III,Xbox / PC,Touch Controls,Removed,Jan 2021,Jan 2022,11.80,Jun 2020,0.60,86,Action / Strategy / Real-Time Strategy,
YIIK: A Postmodern RPG,PC,,Removed,Jan 2021,Jan 2022,12.03,Jan 2019,1.99,64,Role-Playing,
Mount & Blade: Warband,Xbox / PC,Yes,Removed,Jul 2020,Jan 2022,18.02,Mar 2010,10.30,59,Action / Strategy / Role-Playing / Simulation,
Pandemic: The Board Game,Xbox / PC,,Removed,Aug 2019,Jan 2022,29.52,Aug 2018,0.94,60,Trivia/Board Game,
PlayerUnknown's Battlegrounds,Xbox,Yes,Removed,Nov 2018,Jan 2022,37.97,Mar 2017,1.64,85,Shooter / First-Person Shooter,
eFootball PES 2021,Xbox,Yes,Removed,Jan 2021,Dec 2021,11.77,Sep 2020,0.31,73,Soccer,
The Little Acre,Xbox,Touch Controls,Removed,Jan 2021,Dec 2021,11.77,Dec 2016,4.07,75,Adventure,
Beholder: Complete Edition,Xbox / PC,Touch Controls,Removed,Dec 2020,Dec 2021,11.93,Jan 2018,2.92,74,Strategy / Simulation,
Wilmot's Warehouse,Xbox / PC,,Removed,Dec 2020,Dec 2021,11.93,Aug 2019,1.30,85,Puzzle,
Yooka-Laylee and the Impossible Lair,Xbox / PC,Touch Controls,Removed,Dec 2020,Dec 2021,12.16,Oct 2019,1.18,83,Platformer,
Unto the End,Xbox / PC,,Removed,Dec 2020,Dec 2021,12.20,Dec 2020,0.00,66,Action-Adventure,
The Dark Pictures Anthology: Man Of Medan,Xbox / PC,,Removed,Aug 2020,Dec 2021,16.31,Aug 2019,0.94,69,Adventure,
Guacamelee! 2,Xbox / PC,Touch Controls,Removed,Jun 2019,Dec 2021,30.25,Aug 2018,0.80,85,Brawler / Platformer / Action-Adventure,
SUPERHOT,PC,,Removed,Jun 2019,Dec 2021,30.18,Feb 2016,3.28,83,First-Person Shooter,
Football Manager 2021,Xbox / PC,Yes,Removed,Mar 2021,Nov 2021,8.91,Nov 2020,0.27,82,Simulation,
Mørkredd,Xbox / PC,Touch Controls,Removed,Dec 2020,Nov 2021,11.64,Dec 2020,0.00,67,Puzzle,
Call of the Sea,Xbox / PC,Touch Controls,Removed,Dec 2020,Nov 2021,11.74,Dec 2020,0.00,79,Adventure / Role-Playing,
Haven,Xbox / PC,Touch Controls,Removed,Dec 2020,Nov 2021,11.90,Dec 2020,0.00,75,Adventure / Role-Playing,
Va-11 Hall-A: Cyberpunk Bartender Action,PC,,Removed,Dec 2020,Nov 2021,11.90,Jun 2016,4.45,77,Adventure / Simulation,
FIFA 19,Xbox / PC,,Removed,Nov 2020,Nov 2021,12.66,Sep 2018,2.12,83,Sports / Soccer,
Hello Neighbor,Xbox / PC,Touch Controls,Removed,Oct 2018,Nov 2021,37.35,Dec 2017,0.87,42,Strategy / Puzzle,
SINNER: Sacrifice for Redemption,PC,,Removed,Oct 2018,Nov 2021,37.18,Oct 2018,0.00,63,Role-Playing / Action-Adventure,
Oxenfree,PC,Yes,Removed,Mar 2018,Nov 2021,44.78,Jan 2016,2.13,78,Adventure,
River City Girls,Xbox / PC,Touch Controls,Removed,Nov 2020,Nov 2021,11.87,Sep 2019,1.21,80,Brawler,
Star Renegades,Xbox / PC,Touch Controls,Removed,Nov 2020,Nov 2021,11.87,Sep 2020,0.20,79,Role-Playing,
Final Fantasy VIII: Remastered,Xbox / PC,,Removed,Nov 2020,Nov 2021,12.10,Sep 2019,1.19,78,Action / Role-Playing,
Planet Coaster,Xbox,Yes,Removed,Nov 2020,Nov 2021,12.16,Nov 2016,3.98,85,Simulation,
Streets of Rogue,Xbox / PC,Yes,Removed,Jun 2020,Nov 2021,16.70,Jul 2019,0.96,82,Role-Playing / Shooter / Action-Adventure,
The Gardens Between,Xbox / PC,Yes,Removed,Nov 2018,Nov 2021,35.57,Sep 2018,0.19,82,Adventure / Puzzle,
Comanche,PC,,Removed,Nov 2020,Oct 2021,11.84,Mar 2020,0.65,45,Action / Shooter / First-Person Shooter / Vehicular Combat,
Eastshade,Xbox / PC,Touch Controls,Removed,Nov 2020,Oct 2021,11.84,Feb 2019,1.73,78,Adventure,
Knights and Bikes,Xbox / PC,,Removed,Nov 2020,Oct 2021,11.84,Aug 2019,1.19,79,Role-Playing / Action-Adventure,
Five Nights at Freddy's,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Aug 2014,6.20,78,Strategy / Adventure,
Five Nights at Freddy's 2,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Nov 2014,5.97,62,Strategy / Adventure,
Five Nights at Freddy's 3,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Mar 2015,5.67,68,Adventure,
Five Nights at Freddy's 4,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Jul 2015,5.27,51,Adventure,
Unruly Heroes,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Jan 2019,1.77,79,Brawler / Platformer / Action-Adventure,
Carto,Xbox / PC,,Removed,Oct 2020,Oct 2021,12.13,Oct 2020,0.00,73,Adventure / Puzzle,
Home Behind,PC,,Removed,Mar 2021,Oct 2021,7.20,Sep 2017,3.51,83,Adventure,
Shio,PC,,Removed,Mar 2021,Oct 2021,7.20,May 2018,2.82,73,Platformer,
Shantae: Half-Genie Hero,PC,,Removed,Oct 2018,Oct 2021,36.76,Dec 2016,1.78,76,Platformer,
GoNNER2,Xbox / PC,Touch Controls,Removed,Oct 2020,Oct 2021,11.74,Oct 2020,0.00,75,Action / Platformer,
Heave Ho,PC,,Removed,Oct 2020,Oct 2021,12.00,Aug 2019,1.13,76,Platformer,
Katana Zero,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.00,Apr 2019,1.50,83,Action / Platformer,
Tales of Vesperia: Definitive Edition,Xbox / PC,,Removed,Oct 2020,Oct 2021,12.00,Jan 2019,1.76,80,Role-Playing / Action-Adventure,
The Swords of Ditto: Mormo's Curse,PC,,Removed,Oct 2020,Oct 2021,12.00,Apr 2018,2.48,76,Action / Role-Playing,
ScourgeBringer,Xbox / PC,Touch Controls,Removed,Feb 2020,Oct 2021,20.28,Feb 2020,0.00,76,Platformer,
Ikenfell,Xbox / PC,Touch Controls,Removed,Oct 2020,Sep 2021,11.74,Oct 2020,0.00,74,Role-Playing,
Kathy Rain,PC,,Removed,Sep 2020,Sep 2021,12.20,May 2016,4.39,77,Adventure,
Night in the Woods,Xbox / PC,Yes,Removed,Sep 2020,Sep 2021,12.20,Feb 2017,3.59,82,Adventure / Platformer,
Warhammer: Vermintide 2,Xbox,Yes,Removed,Sep 2020,Sep 2021,12.20,Mar 2018,2.55,83,Action / First-Person Shooter,
Drake Hollow,Xbox / PC,Yes,Removed,Aug 2020,Sep 2021,13.08,Aug 2020,0.00,78,Action-Adventure,
Forza Motorsport 7,Xbox / PC,Yes,Removed,Oct 2020,Sep 2021,11.24,Oct 2017,2.99,84,Driving/Racing,
Company of Heroes 2: Complete Edition,PC,,Removed,Sep 2020,Sep 2021,11.93,Jun 2013,7.24,80,Real-Time Strategy,
Disgaea 4 Complete+,PC,,Removed,Sep 2020,Sep 2021,12.16,Oct 2019,0.87,84,Strategy / Role-Playing,
Hotshot Racing,Xbox,Touch Controls,Removed,Sep 2020,Sep 2021,12.16,Sep 2020,0.00,77,Driving/Racing,
The Dark Crystal: Age of Resistance Tactics,Xbox / PC,Touch Controls,Removed,Sep 2020,Sep 2021,12.16,Feb 2020,0.60,63,Strategy,
Thronebreaker: The Witcher Tales,Xbox,Yes,Removed,Jun 2020,Sep 2021,14.93,Oct 2018,1.65,85,Card Game,
Red Dead Online,Xbox,Yes,Removed,May 2021,Sep 2021,4.04,Nov 2018,2.46,85,Action / Action-Adventure,
Star Wars Battlefront (Classic),PC,,Removed,Mar 2021,Sep 2021,5.75,Nov 2017,3.33,76,Action / First-Person Shooter,
Star Wars Battlefront II (Classic),PC,,Removed,Mar 2021,Sep 2021,5.75,Nov 2005,15.39,78,Action / Shooter,
Star Wars Republic Commando,PC,,Removed,Mar 2021,Sep 2021,5.75,Feb 2005,16.06,78,First-Person Shooter,
The Escapists 2,PC,Yes,Removed,Nov 2019,Sep 2021,21.47,Aug 2017,2.27,75,Strategy / Simulation,
Vambrace: Cold Soul,PC,Yes,Removed,Nov 2019,Sep 2021,21.63,May 2019,0.48,66,Action-Adventure,
Yooka-Laylee,PC,,Removed,Oct 2019,Sep 2021,23.01,Apr 2017,2.50,75,Adventure / Platformer,
Pyre,PC,,Removed,Mar 2021,Aug 2021,5.10,Jul 2017,3.65,82,Role-Playing,
NBA 2K21,Xbox,Yes,Removed,Mar 2021,Aug 2021,5.92,Sep 2020,0.50,74,Sports / Basketball,
Double Kick Heroes,Xbox / PC,Touch Controls,Removed,Aug 2020,Aug 2021,12.13,Aug 2020,0.04,76,Shooter / Music/Rhythm,
Stranger Things 3: The Game,Xbox / PC,Touch Controls,Removed,Apr 2020,Aug 2021,16.80,Jul 2019,0.76,62,Action / Adventure,
Blair Witch,Xbox / PC,Yes,Removed,Aug 2019,Aug 2021,24.07,Aug 2019,0.00,66,Adventure,
